review_id;appointment_id;rating;created_at
rev_716;appt_1558;2;02/01/2025
rev_717;appt_1691;1;02/01/2025
rev_718;appt_110;2;02/01/2025
rev_719;appt_1295;1;02/01/2025
rev_720;appt_1404;3;02/01/2025
rev_721;appt_300;1;02/01/2025
rev_722;appt_1651;2;02/01/2025
rev_723;appt_1756;5;02/01/2025
rev_724;appt_1002;2;02/01/2025
rev_725;appt_1766;4;02/01/2025
rev_726;appt_764;2;02/01/2025
rev_727;appt_249;3;02/01/2025
rev_728;appt_521;3;02/01/2025
rev_729;appt_34;3;02/01/2025
rev_730;appt_228;1;02/01/2025
rev_731;appt_585;3;02/01/2025
rev_732;appt_1423;2;02/01/2025
rev_733;appt_958;5;02/01/2025
rev_734;appt_813;3;02/01/2025
rev_735;appt_724;2;02/01/2025
rev_736;appt_584;1;02/01/2025
rev_737;appt_570;1;02/01/2025
rev_738;appt_220;5;02/01/2025
rev_739;appt_1395;5;02/01/2025
rev_740;appt_787;2;02/01/2025
rev_741;appt_1785;5;02/01/2025
rev_742;appt_528;5;02/01/2025
rev_743;appt_75;1;02/01/2025
rev_744;appt_1642;2;02/01/2025
rev_745;appt_136;5;02/01/2025
rev_746;appt_1953;2;02/01/2025
rev_747;appt_74;3;02/01/2025
rev_748;appt_254;1;02/01/2025
rev_749;appt_1042;1;02/01/2025
rev_750;appt_1955;1;02/01/2025
rev_751;appt_1022;4;02/01/2025
rev_752;appt_1067;2;02/01/2025
rev_753;appt_50;3;02/01/2025
rev_754;appt_515;5;02/01/2025
rev_755;appt_744;3;02/01/2025
rev_756;appt_731;2;02/01/2025
rev_757;appt_571;1;02/01/2025
rev_758;appt_1820;4;02/01/2025
rev_759;appt_1838;2;02/01/2025
rev_760;appt_576;2;02/01/2025
rev_761;appt_1606;5;02/01/2025
rev_762;appt_1327;3;02/01/2025
rev_763;appt_1166;3;02/01/2025
rev_764;appt_903;5;02/01/2025
rev_765;appt_202;4;02/01/2025
rev_766;appt_207;1;02/01/2025
rev_767;appt_415;1;02/01/2025
rev_768;appt_221;4;02/01/2025
rev_769;appt_1386;5;02/01/2025
rev_770;appt_758;2;02/01/2025
rev_771;appt_1105;3;02/01/2025
rev_772;appt_763;2;02/01/2025
rev_773;appt_563;3;02/01/2025
rev_774;appt_1309;2;02/01/2025
rev_775;appt_369;5;02/01/2025
rev_776;appt_1516;5;02/01/2025
rev_777;appt_1935;4;02/01/2025
rev_778;appt_896;2;02/01/2025
rev_779;appt_1370;2;02/01/2025
rev_780;appt_204;4;02/01/2025
rev_781;appt_1049;4;02/01/2025
rev_782;appt_957;5;02/01/2025
rev_783;appt_1577;5;02/01/2025
rev_784;appt_69;2;02/01/2025
rev_785;appt_516;5;02/01/2025
rev_786;appt_1516;5;02/01/2025
rev_787;appt_240;2;02/01/2025
rev_788;appt_361;4;02/01/2025
rev_789;appt_1465;2;02/01/2025
rev_790;appt_1055;1;02/01/2025
rev_791;appt_1923;2;02/01/2025
rev_792;appt_1653;1;02/01/2025
rev_793;appt_707;2;02/01/2025
rev_794;appt_1626;1;02/01/2025
rev_795;appt_690;1;02/01/2025
rev_796;appt_657;2;02/01/2025
rev_797;appt_1980;5;02/01/2025
rev_798;appt_1738;3;02/01/2025
rev_799;appt_1346;5;02/01/2025
rev_800;appt_344;1;02/01/2025
